PDB_ID,Resolution,Year,pKi_or_pKd,Measurement,Is_Ki
1ndz,2.00,2003,8.11,Ki=7.7nM,True
1nvr,1.80,2003,8.11,Ki=7.8nM,True
2pq9,1.60,2008,8.11,Ki=7.8nM,True
2znu,1.80,2009,8.11,Ki=7.7nM,True
3fv2,1.50,2010,8.11,Ki=7.7nM,True
4cp7,1.80,2014,8.11,Ki=7.8nM,True
4ge4,2.41,2012,8.11,Ki=7.7nM,True
4z1j,1.27,2015,8.11,Ki=7.7nM,True
5wad,2.09,2017,8.11,Ki=7.8nM,True
6cjp,2.60,2019,8.11,Ki=7.7nM,True
6h38,1.70,2018,8.11,Ki=7.8nM,True
1o5r,2.35,2004,8.12,Ki=7.5nM,True
3hiv,2.14,2009,8.12,Ki=7.5nM,True
3upx,2.27,2012,8.12,Ki=7.5nM,True
4ngs,1.68,2014,8.12,Ki=7.6nM,True
6d1l,1.40,2018,8.12,Ki=7.6nM,True
6dil,1.48,2018,8.12,Ki=7.6nM,True
6dj2,1.36,2018,8.12,Ki=7.6nM,True
1g35,1.80,2001,8.14,Ki=7.3nM,True
1yqj,2.00,2005,8.14,Ki=7.3nM,True
3b4f,1.89,2008,8.14,Ki=7.2nM,True
3ljz,2.00,2011,8.14,Ki=7.3nM,True
3odu,2.50,2010,8.14,Ki=7.3nM,True
3oe8,3.10,2010,8.14,Ki=7.3nM,True
4isi,1.94,2013,8.14,Ki=7.3nM,True
4zy1,2.50,2016,8.14,Ki=0.0072uM,True
6dj5,1.75,2018,8.14,Ki=7.2nM,True
1fkh,1.95,1994,8.15,Ki=7nM,True
1w5v,1.80,2004,8.15,Ki=7.1nM,True
2d1n,2.37,2006,8.15,Ki=7nM,True
2fm2,2.70,2006,8.15,Ki=7nM,True
2q1q,1.90,2007,8.15,Ki=7nM,True
3d8w,1.70,2009,8.15,Ki=7.0nM,True
3faa,3.35,2009,8.15,Ki=7.1nM,True
3i4b,2.30,2010,8.15,Ki=7nM,True
3nxq,1.99,2010,8.15,Ki=7nM,True
3oaw,2.75,2010,8.15,Ki=7nM,True
3r4o,2.65,2011,8.15,Ki=7nM,True
4bcf,3.01,2013,8.15,Ki=7nM,True
4bcg,3.08,2013,8.15,Ki=7nM,True
4ge7,2.10,2012,8.15,Ki=7.1nM,True
4n5t,1.70,2013,8.15,Ki=7nM,True
4ufe,1.59,2016,8.15,Ki=7nM,True
4ufg,1.65,2016,8.15,Ki=7nM,True
4ytf,1.78,2015,8.15,Ki=0.007uM,True
4zyx,1.65,2016,8.15,Ki=7nM,True
5jxq,1.20,2016,8.15,Ki=7nM,True
5kez,1.83,2017,8.15,Ki=7nM,True
5v1y,1.42,2017,8.15,Ki=7.1nM,True
5vo1,2.45,2017,8.15,Ki=0.007uM,True
6cvw,1.78,2018,8.15,Ki=7.1nM,True
6o0h,3.67,2019,8.15,Ki=7.0nM,True
6qgh,2.00,2019,8.15,Ki=0.007uM,True
4elg,2.10,2013,8.16,Ki=6.9nM,True
6a93,3.00,2019,8.16,Ki=6.9nM,True
2g63,2.00,2006,8.17,Ki=6.7nM,True
3krd,2.50,2010,8.17,Ki=6.8nM,True
4ayy,2.60,2012,8.17,Ki=6.7nM,True
4q1e,1.85,2014,8.17,Ki=6.8nM,True
4z0q,1.45,2015,8.17,Ki=6.8nM,True
6hhi,2.70,2019,8.17,Ki=6.8nM,True
6pvs,2.58,2019,8.17,Ki=6.8nM,True
1dwd,3.00,1994,8.18,Ki=6.6nM,True
2f80,1.45,2006,8.18,Ki=6.6nM,True
3l3n,2.30,2010,8.18,Ki=6.6nM,True
3oe9,3.10,2010,8.18,Ki=6.6nM,True
1epq,1.90,1994,8.19,Ki=6.5nM,True
1p03,2.15,1990,8.19,Ki=6.4nM,True
2h5d,0.90,2006,8.19,Ki=6.4nM,True
2h65,2.30,2006,8.19,Ki=6.5nM,True
2r59,1.89,2008,8.19,Ki=6.5nM,True
3hit,2.29,2009,8.19,Ki=6.4nM,True
3hpt,2.19,2009,8.19,Ki=6.5nM,True
3roc,1.70,2011,8.19,Ki=6.4nM,True
4mc2,1.56,2014,8.19,Ki=6.4nM,True
5aa9,1.93,2016,8.19,Ki=6.4nM,True
5fl5,2.05,2015,8.19,Ki=6.4nM,True
5m25,2.43,2017,8.19,Ki=6.50nM,True
6ayq,1.42,2018,8.19,Ki=6.5nM,True
6ng0,2.05,2019,8.19,Ki=0.0064uM,True
1ek2,3.00,2000,8.20,Ki=6.3nM,True
1owd,2.32,2003,8.20,Ki=6.3nM,True
2jds,2.00,2007,8.20,Ki=6.3nM,True
2jdv,2.08,2007,8.20,Ki=6.3nM,True
4abi,1.55,2012,8.20,Ki=6.3nM,True
4gg7,2.27,2012,8.20,Ki=6.3nM,True
5exm,2.09,2016,8.20,Ki=6.3nM,True
6d1m,1.21,2018,8.20,Ki=6.3nM,True
2ff1,2.07,2006,8.21,Ki=6.2nM,True
2ff2,2.20,2006,8.21,Ki=6.2nM,True
5fto,2.22,2016,8.21,Ki=6.2nM,True
1efy,2.20,2001,8.22,Ki=6nM,True
1ets,2.30,1994,8.22,Ki=6nM,True
1h1d,2.00,2003,8.22,Ki=6.0nM,True
1h1s,2.00,2002,8.22,Ki=6nM,True
1jr1,2.60,2001,8.22,Ki=6nM,True
1pl0,2.60,2004,8.22,Ki=6nM,True
1w11,2.00,2008,8.22,Ki=6nM,True
2c6o,2.10,2005,8.22,Ki=6nM,True
2cji,2.10,2006,8.22,Ki=6nM,True
2vvv,1.73,2009,8.22,Ki=6nM,True
2zcs,2.03,2008,8.22,Ki=6nM,True
3d1y,1.05,2008,8.22,Ki=6nM,True
3d9v,3.30,2008,8.22,Ki=6nM,True
3l3m,2.50,2010,8.22,Ki=6nM,True
3le9,1.85,2010,8.22,Ki=6nM,True
3v5t,2.13,2012,8.22,Ki=6nM,True
3zbx,2.20,2013,8.22,Ki=6nM,True
4bci,3.10,2013,8.22,Ki=6nM,True
4h3g,1.85,2012,8.22,Ki=6nM,True
4hym,1.90,2013,8.22,Ki=6nM,True
4lko,2.43,2013,8.22,Ki=6.0nM,True
5amg,1.55,2015,8.22,Ki=6.0nM,True
5kya,2.60,2016,8.22,Ki=6nM,True
5m0m,2.10,2017,8.22,Ki=6nM,True
5qcn,2.30,2017,8.22,Ki=6nM,True
5w8v,2.35,2017,8.22,Ki=6nM,True
6m9f,1.30,2018,8.22,Ki=6nM,True
1ero,2.10,2000,8.23,Ki=5.9nM,True
3e5a,2.30,2008,8.23,Ki=5.9nM,True
4z1n,1.47,2015,8.23,Ki=5.89nM,True
1jd0,1.50,2001,8.24,Ki=5.7nM,True
3hll,1.95,2009,8.24,Ki=5.8nM,True
4rfc,1.65,2015,8.24,Ki=5.7nM,True
4x6m,2.40,2015,8.24,Ki=5.8nM,True
4z1e,2.01,2015,8.24,Ki=5.7nM,True
6isd,2.40,2018,8.24,Ki=5.79nM,True
1auj,2.10,1998,8.25,Ki=5.6nM,True
1c1u,1.75,2000,8.25,Ki=0.0056uM,True
1nvq,2.00,2003,8.25,Ki=5.6nM,True
2pbw,2.50,2007,8.25,Ki=5.56nM,True
3cen,1.60,2008,8.26,Ki=5.5nM,True
1wuq,2.00,2005,8.27,Ki=0.0054uM,True
2cbj,2.35,2006,8.27,Ki=5.4nM,True
3hek,1.95,2009,8.27,Ki=5.4nM,True
4cps,1.55,2014,8.27,Ki=5.4nM,True
4djy,1.86,2012,8.27,Ki=5.4nM,True
3tt4,1.88,2012,8.28,Ki=5.3nM,True
4oc2,1.65,2014,8.28,Ki=5.3nM,True
4oc3,1.79,2014,8.28,Ki=5.3nM,True
5kzq,2.80,2016,8.28,Ki=5.3nM,True
5qqp,2.08,2019,8.28,Ki=5.3nM,True
6o8u,1.80,2019,8.28,Ki=5.3nM,True
1a28,1.80,1998,8.29,Ki=5.1nM,True
5uey,2.41,2017,8.29,Ki=5.1nM,True
6ayo,1.67,2018,8.29,Ki=5.1nM,True
6o95,1.77,2019,8.29,Ki=5.1nM,True
1b6l,1.75,2000,8.30,Ki=5nM,True
1hv5,2.60,2001,8.30,Ki=5nM,True
1qbq,2.40,1999,8.30,Ki=5nM,True
1rej,2.20,2004,8.30,Ki=5nM,True
1rww,2.80,2004,8.30,Ki=5nM,True
1tom,1.80,1997,8.30,Ki=5nM,True
2cen,1.70,2007,8.30,Ki=5nM,True
2pvk,1.90,2008,8.30,Ki=5nM,True
2rd6,2.30,2008,8.30,Ki=5nM,True
3d20,1.05,2008,8.30,Ki=5nM,True
3fqe,2.50,2009,8.30,Ki=5nM,True
3gjw,2.30,2010,8.30,Ki=5nM,True
3gn7,2.50,2010,8.30,Ki=5nM,True
3hku,1.80,2009,8.30,Ki=5nM,True
3hvi,1.20,2009,8.30,Ki=5nM,True
3jy0,2.40,2009,8.30,Ki=5nM,True
3zps,1.55,2013,8.30,Ki=5.0nM,True
4afg,2.00,2012,8.30,Ki=5nM,True
4cwr,2.00,2014,8.30,Ki=0.005uM,True
4elb,2.60,2013,8.30,Ki=5.0nM,True
4gfn,1.90,2013,8.30,Ki=5nM,True
4o0b,1.93,2014,8.30,Ki=5nM,True
4x6p,1.93,2015,8.30,Ki=5nM,True
4zy6,2.15,2015,8.30,Ki=5nM,True
5he7,1.71,2016,8.30,Ki=5nM,True
5j8z,1.70,2016,8.30,Ki=5.0nM,True
5kdr,2.60,2016,8.30,Ki=5nM,True
5khm,1.48,2016,8.30,Ki=5nM,True
2hs2,1.22,2006,8.31,Ki=4.9nM,True
3dc3,1.70,2009,8.31,Ki=4.9nM,True
4acd,2.60,2012,8.31,Ki=4.9nM,True
5nxo,1.20,2018,8.31,Ki=4.9nM,True
6das,1.80,2018,8.31,Ki=4.94nM,True
3qak,2.71,2011,8.32,Ki=4.75nM,True
4bbg,2.75,2013,8.32,Ki=4.8nM,True
4gih,2.00,2013,8.32,Ki=0.0048uM,True
4pee,1.95,2014,8.32,Ki=4.8nM,True
5c2a,2.00,2015,8.32,Ki=4.8nM,True
5eef,2.15,2016,8.32,Ki=4.8nM,True
1hwr,1.80,1999,8.33,Ki=4.70nM,True
2wj2,2.55,2009,8.33,Ki=4.7nM,True
3ns7,2.60,2011,8.33,Ki=4.68nM,True
3sw2,2.42,2011,8.33,Ki=4.71nM,True
4z1k,1.35,2015,8.33,Ki=4.7nM,True
5fky,1.80,2016,8.33,Ki=4.7nM,True
2qci,1.20,2008,8.34,Ki=4.6nM,True
2xye,2.00,2011,8.34,Ki=4.6nM,True
3f82,2.50,2009,8.34,Ki=4.6nM,True
5ime,2.22,2016,8.34,Ki=4.6nM,True
5ywg,2.60,2019,8.34,Ki=4.56nM,True
1h23,2.15,2002,8.35,Ki=4.5nM,True
2zxa,2.57,2009,8.35,Ki=4.47nM,True
3nu5,1.29,2010,8.35,Ki=4.5nM,True
4bf6,1.82,2014,8.35,Ki=4.5nM,True
4yml,1.75,2015,8.35,Ki=4.5nM,True
9hvp,2.80,1992,8.35,Ki=4.5nM,True
1bb0,2.10,1999,8.36,Ki=4.4nM,True
1d4j,1.81,2002,8.36,Ki=4.40nM,True
3d83,1.90,2008,8.36,Ki=4.4nM,True
3kek,1.97,2010,8.36,Ki=4.4nM,True
4e6q,1.95,2012,8.36,Ki=4.4nM,True
4g3f,1.64,2012,8.36,Ki=4.4nM,True
2nmy,1.10,2007,8.37,Ki=4.3nM,True
2nmz,0.97,2007,8.37,Ki=4.3nM,True
2nnk,1.25,2007,8.37,Ki=4.3nM,True
2nnp,1.20,2007,8.37,Ki=4.3nM,True
2xdw,1.35,2010,8.37,Ki=4.3nM,True
3t1a,2.40,2011,8.37,Ki=4.3nM,True
3tcp,2.69,2012,8.37,Ki=4.3nM,True
4bao,1.87,2013,8.37,Ki=4.29nM,True
4v24,1.80,2014,8.37,Ki=4.3nM,True
4ye3,1.35,2015,8.37,Ki=4.3nM,True
5efb,2.54,2016,8.37,Ki=4.3nM,True
5hk1,2.51,2016,8.37,Ki=4.3nM,True
6byz,2.96,2019,8.37,Ki=4.3nM,True
6n7a,1.33,2019,8.37,Ki=4.3nM,True
1k21,1.86,2002,8.38,Ki=4.2nM,True
1mu6,1.99,2004,8.38,Ki=4.2nM,True
3zpu,1.80,2013,8.38,Ki=4.2nM,True
4a6b,1.80,2012,8.38,Ki=4.2nM,True
4g3e,2.50,2012,8.38,Ki=4.2nM,True
1it6,2.00,2002,8.39,Ki=4.1nM,True
1lzq,2.20,2003,8.39,Ki=4.1nM,True
4u3f,3.23,2015,8.39,Ki=4.1nM,True
5hcx,2.60,2016,8.39,Ki=4.1nM,True
5qtu,2.53,2019,8.39,Ki=4.1nM,True
6ayr,1.95,2018,8.39,Ki=4.1nM,True
1aaq,2.50,1994,8.40,Ki=4.0nM,True
1b6m,1.85,2000,8.40,Ki=4nM,True
1fq5,2.40,2000,8.40,Ki=4.0nM,True
1k22,1.93,2002,8.40,Ki=4nM,True
1mtr,1.75,1996,8.40,Ki=4nM,True
1s64,2.55,2004,8.40,Ki=4nM,True
1w5x,1.90,2004,8.40,Ki=4.0nM,True
1w7x,1.80,2005,8.40,Ki=0.004uM,True
1z1h,1.85,2005,8.40,Ki=4nM,True
1zpa,2.02,2005,8.40,Ki=4nM,True
2al5,1.65,2005,8.40,Ki=4nM,True
2j95,2.01,2007,8.40,Ki=4nM,True
2oqv,2.80,2007,8.40,Ki=4nM,True
2ovy,1.80,2007,8.40,Ki=4nM,True
2qbp,2.50,2008,8.40,Ki=0.004uM,True
2uwl,1.90,2007,8.40,Ki=4nM,True
2vsl,2.10,2008,8.40,Ki=4nM,True
2y82,2.20,2011,8.40,Ki=4nM,True
2zda,1.73,2008,8.40,Ki=4nM,True
3b68,1.90,2008,8.40,Ki=4nM,True
3d0e,2.00,2008,8.40,Ki=4nM,True
3eos,1.78,2009,8.40,Ki=4nM,True
3str,1.75,2011,8.40,Ki=3.96nM,True
3sww,2.00,2011,8.40,Ki=4nM,True
3zxz,1.80,2011,8.40,Ki=0.004uM,True
4aoi,1.90,2012,8.40,Ki=0.004uM,True
4bck,2.05,2013,8.40,Ki=4nM,True
4cnh,1.90,2014,8.40,Ki=4.0nM,True
4dk5,2.95,2012,8.40,Ki=4nM,True
4nh7,2.00,2014,8.40,Ki=4nM,True
4ual,1.71,2014,8.40,Ki=4nM,True
5dxu,2.64,2016,8.40,Ki=4nM,True
5em6,2.78,2015,8.40,Ki=0.004uM,True
5g57,1.73,2017,8.40,Ki=3.98nM,True
5hd0,1.65,2016,8.40,Ki=4nM,True
5hg7,1.85,2016,8.40,Ki=4nM,True
5ufi,2.58,2017,8.40,Ki=4.0nM,True
3oxc,1.16,2010,8.41,Ki=3.9nM,True
4agd,2.81,2012,8.41,Ki=3.9nM,True
4ngt,2.31,2014,8.41,Ki=3.88nM,True
6cvy,1.80,2018,8.41,Ki=3.9nM,True
1bwb,1.80,1998,8.42,Ki=3.8nM,True
2g5p,2.40,2006,8.42,Ki=3.8nM,True
4wa9,2.20,2015,8.42,Ki=3800pM,True
2za5,2.30,2008,8.43,Ki=3.7nM,True
3tam,2.51,2011,8.43,Ki=3.7nM,True
3u7s,2.05,2012,8.43,Ki=3.7nM,True
4g3g,2.50,2012,8.43,Ki=3.7nM,True
4y8x,1.90,2015,8.43,Ki=3.7nM,True
5dey,2.10,2016,8.43,Ki=3.7nM,True
5exl,2.30,2016,8.43,Ki=3.7nM,True
6ps5,2.90,2019,8.43,Ki=3.69nM,True
1bmn,2.80,1996,8.44,Ki=3.6nM,True
2xyf,1.80,2011,8.44,Ki=3.6nM,True
4k1e,1.30,2014,8.44,Ki=3.59nM,True
4zae,1.86,2015,8.44,Ki=3.6nM,True
5kqx,2.40,2016,8.44,Ki=3.6nM,True
5n0e,1.75,2017,8.44,Ki=3.6nM,True
5voj,1.80,2017,8.44,Ki=3.6nM,True
6gbw,1.45,2019,8.45,Ki=3.51nM,True
1bgo,2.30,1999,8.46,Ki=3.5nM,True
1iht,2.10,1994,8.46,Ki=3.5nM,True
4he9,1.06,2013,8.46,Ki=3.5nM,True
5nxv,1.10,2018,8.46,Ki=3.5nM,True
6o21,1.15,2019,8.46,Ki=3.48nM,True
2oag,2.30,2007,8.47,Ki=3.4nM,True
2qo8,1.40,2008,8.47,Ki=3.4nM,True
5qtt,2.23,2019,8.47,Ki=3.4nM,True
5v6y,2.80,2018,8.47,Ki=3.39nM,True
6d3q,2.24,2019,8.47,Ki=3.4nM,True
6o4w,2.35,2019,8.47,Ki=3.4nM,True
1w5y,1.90,2004,8.48,Ki=3.3nM,True
2hs1,0.84,2006,8.48,Ki=3.3nM,True
2p3b,2.10,2007,8.48,Ki=3.3nM,True
2r5p,2.30,2007,8.48,Ki=3.3nM,True
2uxz,1.75,2008,8.48,Ki=3.3nM,True
3b1m,1.60,2011,8.48,Ki=3.3nM,True
3n3j,1.50,2011,8.48,Ki=3.3nM,True
4o0v,2.80,2014,8.48,Ki=3.3nM,True
5kr2,1.78,2016,8.48,Ki=3.3nM,True
5n0d,1.70,2017,8.48,Ki=3.3nM,True
1ec0,1.79,2002,8.49,Ki=3.2nM,True
2ieo,1.53,2006,8.49,Ki=3.2nM,True
2ihq,2.00,2006,8.49,Ki=3.2nM,True
2oqi,2.80,2007,8.49,Ki=3.2nM,True
3s45,1.51,2012,8.49,Ki=3.24nM,True
4hdf,1.29,2013,8.49,Ki=3.2nM,True
4m2r,1.99,2013,8.49,Ki=3.2nM,True
5fl1,1.95,2016,8.49,Ki=3.2nM,True
5nx2,3.70,2017,8.49,Ki=3.2nM,True
5tkt,2.12,2017,8.49,Ki=3.2nM,True
5ufs,2.12,2017,8.49,Ki=3.2nM,True
7upj,2.00,1997,8.49,Ki=3.2nM,True
1cr6,2.80,1999,8.51,Ki=3.1nM,True
2vh0,1.70,2008,8.51,Ki=3.1nM,True
3i25,2.10,2010,8.51,Ki=3.1nM,True
3u8j,2.35,2011,8.51,Ki=3.1nM,True
3zpt,1.54,2013,8.51,Ki=3.1nM,True
5ij7,2.62,2016,8.51,Ki=3.10nM,True
6oe1,1.45,2019,8.51,Ki=3.1nM,True
1b6p,2.00,2000,8.52,Ki=3nM,True
1i5r,1.60,2003,8.52,Ki=3.0nM,True
1nfx,2.15,2003,8.52,Ki=3.0nM,True
1rp7,2.09,2004,8.52,Ki=0.003uM,True
1ta2,2.30,2004,8.52,Ki=3nM,True
1w14,2.20,2008,8.52,Ki=3nM,True
1xkk,2.40,2004,8.52,Ki=3nM,True
2boh,2.20,2006,8.52,Ki=3nM,True
2bqw,2.95,2006,8.52,Ki=3nM,True
2bxt,1.83,2006,8.52,Ki=3nM,True
2fs9,2.30,2006,8.52,Ki=3nM,True
2fvd,1.85,2006,8.52,Ki=3nM,True
2gbi,3.30,2006,8.52,Ki=3nM,True
2oc2,2.25,2007,8.52,Ki=3nM,True
2qu6,2.10,2007,8.52,Ki=3nM,True
2vvc,1.95,2009,8.52,Ki=3nM,True
3hvh,1.30,2009,8.52,Ki=3nM,True
3hvk,1.30,2009,8.52,Ki=3nM,True
3k84,2.25,2009,8.52,Ki=0.003uM,True
3lpi,2.05,2010,8.52,Ki=3nM,True
3ml5,2.05,2011,8.52,Ki=3.0nM,True
3suu,1.60,2012,8.52,Ki=3nM,True
3sx4,2.60,2011,8.52,Ki=3nM,True
3t3v,2.04,2012,8.52,Ki=3nM,True
4e3l,1.43,2012,8.52,Ki=3.0nM,True
4h1e,1.90,2012,8.52,Ki=3nM,True
4h3i,1.96,2012,8.52,Ki=3nM,True
4nh8,1.65,2014,8.52,Ki=3nM,True
4o97,2.20,2014,8.52,Ki=3nM,True
5hg8,1.42,2016,8.52,Ki=3nM,True
5i4v,2.61,2016,8.52,Ki=3nM,True
5wlv,1.40,2018,8.52,Ki=3.0nM,True
6c1s,2.31,2018,8.52,Ki=3nM,True
1r1i,2.60,2004,8.54,Ki=2.9nM,True
4hwo,1.91,2013,8.54,Ki=2.9nM,True
5mjn,1.17,2017,8.54,Ki=2.9nM,True
6i5y,1.90,2019,8.54,Ki=2.9nM,True
1hos,2.30,1993,8.55,Ki=2.8nM,True
1ibg,2.70,1995,8.55,Ki=2.8nM,True
1ppl,1.70,1993,8.55,Ki=2.8nM,True
3ejp,1.32,2009,8.55,Ki=2.8nM,True
3v51,1.95,2012,8.55,Ki=2.8nM,True
5amd,1.50,2015,8.55,Ki=2.8nM,True
5nxg,1.20,2018,8.55,Ki=2.8nM,True
6o50,2.35,2019,8.55,Ki=2.8nM,True
2i0j,2.90,2006,8.57,Ki=2.68nM,True
2r5q,2.30,2007,8.57,Ki=2.7nM,True
2yne,1.72,2014,8.57,Ki=2.7nM,True
3dkf,1.80,2009,8.57,Ki=2.7nM,True
3ejq,1.45,2009,8.57,Ki=2.7nM,True
3ejr,1.27,2009,8.57,Ki=2.7nM,True
3v7x,1.03,2012,8.57,Ki=2.7nM,True
4re3,2.55,2015,8.57,Ki=2.7nM,True
4tpk,2.70,2014,8.57,Ki=2.71nM,True
5caq,2.50,2015,8.57,Ki=2.7nM,True
2wky,2.20,2009,8.59,Ki=2.57nM,True
3ibi,1.93,2009,8.59,Ki=2.6nM,True
5hk2,3.20,2016,8.59,Ki=2.6nM,True
5u6d,1.64,2017,8.59,Ki=2.6nM,True
6h37,1.90,2018,8.59,Ki=2.6nM,True
1bwa,1.90,1998,8.60,Ki=2.5nM,True
3b66,1.65,2008,8.60,Ki=2.5nM,True
3oe0,2.90,2010,8.60,Ki=2.5nM,True
3s43,1.26,2012,8.60,Ki=2.53nM,True
3sxf,2.04,2012,8.60,Ki=2.5nM,True
3t3u,2.10,2012,8.60,Ki=2.5nM,True
4efs,1.63,2012,8.60,Ki=2.5nM,True
4gj2,2.40,2013,8.60,Ki=2.5nM,True
5sz3,1.69,2016,8.60,Ki=2.5nM,True
5upf,1.69,2017,8.60,Ki=2.5nM,True
6prf,1.21,2019,8.60,Ki=2.5nM,True
4ban,1.87,2013,8.61,Ki=2.43nM,True
1a61,2.20,1998,8.62,Ki=2.4nM,True
2cej,2.50,2007,8.62,Ki=2.4nM,True
4bf1,1.35,2014,8.62,Ki=2.4nM,True
4fcf,1.09,2012,8.62,Ki=2.4nM,True
4hf4,2.00,2012,8.62,Ki=2.4nM,True
5egm,1.84,2015,8.62,Ki=2.4nM,True
5htz,1.95,2016,8.62,Ki=2.4nM,True
5ylu,2.80,2018,8.62,Ki=2.4nM,True
6h7j,2.80,2018,8.62,Ki=2.4nM,True
1mue,2.00,2004,8.64,Ki=2.3nM,True
1r1j,2.35,2004,8.64,Ki=2.3nM,True
1t31,1.90,2005,8.64,Ki=2.3nM,True
4qd6,2.45,2015,8.64,Ki=2.3nM,True
5uwk,1.60,2017,8.64,Ki=2.3nM,True
6std,1.80,1999,8.64,Ki=2.3nM,True
2oax,2.29,2007,8.65,Ki=2.232nM,True
4kp0,2.80,2013,8.65,Ki=2.24nM,True
3d1x,1.05,2008,8.66,Ki=2.2nM,True
3kqc,2.20,2010,8.66,Ki=2.2nM,True
3nox,2.34,2010,8.66,Ki=2.2nM,True
3t19,2.60,2011,8.66,Ki=2.2nM,True
3u8k,2.47,2011,8.66,Ki=2.2nM,True
5edu,2.79,2016,8.66,Ki=2.2nM,True
5hu1,1.50,2016,8.66,Ki=2.2nM,True
2nw4,3.00,2006,8.68,Ki=2.11nM,True
2qd6,1.28,2008,8.68,Ki=2.1nM,True
2q55,1.90,2007,8.69,Ki=2.04nM,True
5cj6,2.07,2016,8.69,Ki=2.03nM,True
1bcd,1.90,1993,8.70,Ki=2nM,True
1f9e,2.90,2001,8.70,Ki=2nM,True
1hfs,1.70,1998,8.70,Ki=2nM,True
1ohr,2.10,1998,8.70,Ki=2nM,True
1pxo,1.96,2004,8.70,Ki=2.0nM,True
1w13,2.00,2008,8.70,Ki=2nM,True
2b7d,2.24,2006,8.70,Ki=2nM,True
2bvx,3.20,2006,8.70,Ki=2nM,True
2f8g,1.22,2006,8.70,Ki=2.0nM,True
2fmb,1.80,1999,8.70,Ki=2nM,True
2i0e,2.60,2006,8.70,Ki=2nM,True
2i3z,2.90,2006,8.70,Ki=2nM,True
2jh0,1.70,2007,8.70,Ki=2nM,True
2nnq,1.80,2007,8.70,Ki=2nM,True
2oaz,1.90,2007,8.70,Ki=2nM,True
2ojj,2.40,2007,8.70,Ki=2nM,True
2uwo,1.75,2007,8.70,Ki=2nM,True
2vj8,1.80,2008,8.70,Ki=2nM,True
2wgj,2.00,2009,8.70,Ki=0.002uM,True
2wyg,1.88,2010,8.70,Ki=2nM,True
2x2i,2.60,2011,8.70,Ki=2nM,True
2y5f,1.29,2011,8.70,Ki=2nM,True
2y7z,1.84,2011,8.70,Ki=2nM,True
2y81,1.70,2011,8.70,Ki=2nM,True
3bla,2.60,2008,8.70,Ki=2nM,True
3d9z,1.65,2009,8.70,Ki=2.0nM,True
3eqr,2.00,2008,8.70,Ki=2nM,True
3fdm,2.26,2009,8.70,Ki=2nM,True
3ge7,1.50,2009,8.70,Ki=2nM,True
3hvj,1.79,2009,8.70,Ki=2nM,True
3i5z,2.20,2010,8.70,Ki=2nM,True
3i60,2.50,2010,8.70,Ki=2nM,True
3l1s,2.90,2010,8.70,Ki=2nM,True
3lgp,1.90,2010,8.70,Ki=2nM,True
3qk0,2.85,2011,8.70,Ki=2.0nM,True
4a7i,2.40,2012,8.70,Ki=0.002uM,True
4bah,1.94,2013,8.70,Ki=2.01nM,True
4f1s,3.00,2012,8.70,Ki=2.0nM,True
4hxw,1.69,2013,8.70,Ki=2nM,True
4hy1,1.90,2013,8.70,Ki=2nM,True
4jjg,2.50,2013,8.70,Ki=2nM,True
4k6z,2.73,2013,8.70,Ki=2nM,True
4ps3,2.90,2014,8.70,Ki=2nM,True
4q1c,2.00,2014,8.70,Ki=2.0nM,True
4r5a,1.64,2014,8.70,Ki=2nM,True
4uj9,1.87,2016,8.70,Ki=2nM,True
4yth,2.04,2015,8.70,Ki=0.002uM,True
4zwx,1.70,2015,8.70,Ki=2nM,True
4zwy,1.50,2015,8.70,Ki=2nM,True
4zwz,1.62,2015,8.70,Ki=2nM,True
5c2e,2.10,2015,8.70,Ki=2.0nM,True
5dk4,1.90,2015,8.70,Ki=2.0nM,True
5e2o,2.08,2015,8.70,Ki=2.0nM,True
5edq,2.80,2015,8.70,Ki=2nM,True
5hcv,2.50,2016,8.70,Ki=2nM,True
5hg5,1.52,2016,8.70,Ki=2nM,True
5kks,3.30,2017,8.70,Ki=2nM,True
5sz2,1.63,2016,8.70,Ki=2.0nM,True
5ug8,1.46,2017,8.70,Ki=2nM,True
5zkb,2.95,2018,8.70,Ki=2.0nM,True
6awo,3.53,2017,8.70,Ki=2.0nM,True
6d3y,1.32,2019,8.70,Ki=2.0nM,True
6gev,1.54,2019,8.70,Ki=2.00nM,True
6o9d,2.51,2019,8.70,Ki=2nM,True
1eub,NMR,2001,8.72,Ki=1.9nM,True
2wj1,1.84,2009,8.72,Ki=1.9nM,True
3ckz,1.90,2008,8.72,Ki=1.9nM,True
3lik,1.80,2010,8.72,Ki=1.92nM,True
3p8o,2.30,2011,8.72,Ki=1.89nM,True
3ts4,1.59,2012,8.72,Ki=1.9nM,True
4crc,1.60,2015,8.72,Ki=0.0019uM,True
4ish,1.82,2013,8.72,Ki=1.9nM,True
4ivb,1.90,2013,8.72,Ki=1.9nM,True
4q1b,2.15,2015,8.72,Ki=1.9nM,True
4x6o,2.10,2015,8.72,Ki=1.9nM,True
5jg1,1.16,2016,8.72,Ki=1.9nM,True
6dj7,1.31,2018,8.72,Ki=1.9nM,True
1cin,2.10,1994,8.73,Ki=1.88nM,True
1b6k,1.85,2000,8.74,Ki=1.8nM,True
1pxh,2.15,2003,8.74,Ki=1.8nM,True
1sdv,1.40,2004,8.74,Ki=1810pM,True
